Company Name	Position Title	Position Type	Location	Company Stage	Monthly Salary	Monthly Stock/ Stipend	Annualized Base Salary	Stock/ Stipend per Year	Signing Bonus	Additional Benefits	Did You Negotiate the Offer?	Did You Accept the Offer?	Time Frame From First Interview Invitation to Offer in Weeks	Sex	Degree Level	Last Year of College	Last School Attended	Major	Additional Information	Intern Conversion	Base Salary	Base Salary Rate	Housing Stipend	Stock Bonuses/Benefits	Stock in currency or number of units	Stock Vesting Schedule Details	Annualized Recurring Renumeration (inc. stock and stipend)	Recurring Renumeration per Month (inc. stock and stipend)	Total First Year Annualized Renumeration(including Signon & Relocation)	Timestamp
Capital One	TDP	Full Time	"Dallas, TX, US"	Public	7083.333333	0	85000	0	16500	Good healthcare	Yes	Yes	4	Female	Bachelors	Senior	MidSized Texas School	CS		Yes	85000	Per year		0	No Stock Offered		"$85,000 "	"$7,083 "	"$101,500 "	12/1/2016 0:36
Salesforce		Intern	"San Francisco, California, USA"	Public	7626.666667	0	91520	0			No	Yes		Male	Bachelors	Junior	Southwest State University	Computer Science			44	Per hour		0	No Stock Offered		"$91,520 "	"$7,627 "	"$91,520 "	12/1/2016 0:37
Ford Motor Company 	Ford College Graduate 	Full Time	"Dearborn, Michigan "	Public	6166.666667	0	74000	0		"Relocation, Gym Membership, Insurance, 5% 401k match"	No	Yes	1.5	Male	Bachelors	Senior	Saginaw Valley State University 	Computer Information Systems 		Yes	74000	Per year		0	No Stock Offered		"$74,000 "	"$6,167 "	"$74,000 "	12/1/2016 0:42
Veeva Systems	Associate Software Engineer	Full Time	Pleasanton	Public	7916.666667	3250	95000	39000	2500	"free lunch, onsite fitness studio, game room"	No	Yes	6	Male	Bachelors	Graduate	State College	Computer Science		No	95000	Per year		156000	USD	4 years	"$134,000 "	"$11,167 "	"$136,500 "	12/1/2016 0:44
Microsoft 	Software engineering intern	Intern	Seattle	Public	7200	1000	86400	12000		"Gym membership, transportation stipend "	No	Yes	1.5	Female	Bachelors	Junior	Big Ten School	computer science engineering 			7200	Per month	1000	0	No Stock Offered		"$98,400 "	"$8,200 "	"$98,400 "	12/1/2016 0:46
Facebook	SWE Intern	Intern	Menlo Park	Public	8400	0	100800	0		"Corporate housing provided, 3 meals a day Mon-Fri, company provided cell phone and laptop, gym on campus, free bike"	No	Yes	5	Male	Bachelors	Junior	UIUC	Computer Science			8400	Per month		0	No Stock Offered		"$100,800 "	"$8,400 "	"$100,800 "	12/1/2016 0:47
American Express	Software engineering 	Intern	NYC	Public	6666.666667	1200	80000	14400			No	No		Female	Bachelors	Junior	Big ten school 	Computer science engineering 		No	80000	Per year	1200	0	No Stock Offered		"$94,400 "	"$7,867 "	"$94,400 "	12/1/2016 0:47
Amazon	SDE	Full Time	US	Public	8333.333333	1458.333333	100000	17500	50000		No	Yes	4	Female	Bachelors	Graduate	Good Public	ECE		No	100000	Per year		70000	USD	4	"$117,500 "	"$9,792 "	"$167,500 "	12/1/2016 0:50
Bloomberg		Full Time	NYC	Public	10958.33333	0	131500	0	40000		No	Still considering	2	Male	Bachelors	Senior				No	131500	Per year		0	No Stock Offered		"$131,500 "	"$10,958 "	"$171,500 "	12/1/2016 0:50
Google	APM Intern	Intern	Mountain View	Public	6600	0	79200	0	9000					Male	Bachelors	Junior					6600	Per month	0	0	No Stock Offered		"$79,200 "	"$6,600 "	"$88,200 "	12/1/2016 0:53
MasterCard	Software Engineering Intern	Intern	"St. Louis, MO"	Public	6500	0	78000	0		"gym, lunch"	No	Yes	5	Male	Bachelors	Junior	University of Illinois at Urbana-Champaign	Computer Engineering		No	1500	Per week		0	No Stock Offered		"$78,000 "	"$6,500 "	"$78,000 "	12/1/2016 1:04
Facebook	Software Engineer Intern	Intern	"NYC, NY"	Public	8000	0	96000	0		"Corporate housing, free breakfast/lunch/dinner, exercise benefits"	No	Yes		Female	Bachelors	Junior	Texas public university	Computer Science			8000	Per month		0	No Stock Offered		"$96,000 "	"$8,000 "	"$96,000 "	12/1/2016 1:13
Square	Software Engineer Intern	Intern	"San Francisco, CA"	Public	6400	0	76800	0		corporate housing	No	Yes		Female	Bachelors	Junior	Texas public university	Computer Science			6400	Per month		0	No Stock Offered		"$76,800 "	"$6,400 "	"$76,800 "	12/1/2016 1:15
Google	Software Engineer (lvl 3)	Full Time	Large US city	Public	9166.666667	2291.666667	110000	27500	25000		Prefer not to disclose	Still considering		Male	Bachelors	Senior	Ivy League 			No	110000	Per year		110000	USD	4 years	"$137,500 "	"$11,458 "	"$162,500 "	12/1/2016 1:31
Qualtrics	Software Engineering Intern	Intern	Seattle	Series D+	6933.333333	750	83200	9000			No	No	4	Male	Bachelors	Junior	Top 10 School	Computer Science			40	Per hour	750	0	No Stock Offered		"$92,200 "	"$7,683 "	"$92,200 "	12/1/2016 1:45
Capital One	Software Engineering Intern	Intern	Washington DC	Public	5000	1000	60000	12000			No	No	2	Male	Bachelors	Junior	Top 10 School	Computer Science		No	5000	Per month	1000	0	No Stock Offered		"$72,000 "	"$6,000 "	"$72,000 "	12/1/2016 1:46
MongoDB	Software Engineering Intern	Intern	NYC	Series D+	6933.333333	2300	83200	27600			No	Yes	3	Male	Bachelors	Junior	Top 10 School	Computer Science			40	Per hour	2300	0	No Stock Offered		"$110,800 "	"$9,233 "	"$110,800 "	12/1/2016 1:48
Optum	TDP Intern	Intern	"Minneapolis, MN"	Public	3726.666667	0	44720	0		Free corporate housing	No	No		Male	Bachelors	Junior	Big 10	Computer Science		No	21.5	Per hour		0	USD		"$44,720 "	"$3,727 "	"$44,720 "	12/1/2016 1:58
Microsoft	SDE	Full Time	"Redmond, Washington"	Public	8916.666667	2500	107000	30000	20000	"gym, drinks, healthcare (legitimately the best reason to work at Microsoft)"	Yes	Yes	3	Male	Bachelors	Graduate	Midwest State	Computer Science		Yes	107000	Per year	0	120000	USD	"3.5 years vesting, 1/4th every 9 months after the 6th month"	"$137,000 "	"$11,417 "	"$157,000 "	12/1/2016 1:59
Facebook	SWE	Intern	Menlo Park	Public	8000	1000	96000	12000			No	Still considering	4	Male	Bachelors	Junior	Target School NW	Computer Science		No	8000	Per month	1000	0	USD		"$108,000 "	"$9,000 "	"$108,000 "	12/1/2016 2:12
Uber	APM	Full Time	San Francisco	Series D+	8750	3125	105000	37500	0	"gym and phone discount, food at office, 15 free uber rides a month "	Prefer not to disclose	Yes	5	Male	Bachelors	Senior				No	105000	Per year	0	150000	USD	4 years w/ 1 year cliff	"$142,500 "	"$11,875 "	"$142,500 "	12/1/2016 2:14
Quora	Data Science Intern	Intern	"Mountain View, CA"	Series C	8250	0	99000	0		"Free housing, gym, meals"	No	No	8	Male	Bachelors	Junior	Ivy League	Computer Science		No	8250	Per month		0	No Stock Offered		"$99,000 "	"$8,250 "	"$99,000 "	12/1/2016 2:18
LinkedIn	Software Engineering Intern	Intern	"Sunnyvale, CA"	Public	7800	0	93600	0		"Free food, housing, Caltrain pass"	No	Yes	5	Male	Bachelors	Junior	Ivy League	CS			45	Per hour		500	No Stock Offered		"$93,600 "	"$7,800 "	"$93,600 "	12/1/2016 2:20
Amazon	Software Engineer	Full Time	"Seattle, WA"	Public	8583.333333	1354.166667	103000	16250	37000		No	No	3	Female	Bachelors	Senior	Cornell University	Computer Science and Economics		No	103000	Per year		65000	USD		"$119,250 "	"$9,938 "	"$156,250 "	12/1/2016 2:22
Asana	Software Engineering Intern	Intern	"San Francisco, CA"	Series C	9600	0	115200	0		"free relocation, gym, meals, accessories"	No			Male	Bachelors	Junior		Computer Science	Returning intern offer	No	9600	Per month		0	No Stock Offered		"$115,200 "	"$9,600 "	"$115,200 "	12/1/2016 2:25
Ernst and Young	Technical Consultant	Full Time	New York City	Private	6250	0	75000	0	5000		No	No	3	Female	Bachelors	Senior	Cornell University	Computer Science and Economics		No	75000	Per year		0	No Stock Offered		"$75,000 "	"$6,250 "	"$80,000 "	12/1/2016 2:25
Palantir	Software Engineering Intern	Intern	"Palo Alto, CA"	Series D+	7500	0	90000	0		"Free housing, relocation, $75 gym stipend, free meals, free Caltrain pass, laundry, haircuts"	No	No	8	Male	Bachelors	Junior	Ivy League	Computer Science and Mathematics		No	7500	Per month		0	No Stock Offered		"$90,000 "	"$7,500 "	"$90,000 "	12/1/2016 2:28
Goldman Sachs	Summer Technology Analyst	Intern	"New York City, NY"	Public	7083.333333	600	85000	7200			No	Yes	3	Male	Bachelors	Junior				No	85000	Per year	600	0	No Stock Offered		"$92,200 "	"$7,683 "	"$92,200 "	12/1/2016 2:32
Google	Software Engineering Intern	Intern	"Mountain View, CA"	Public	6666.666667	3000	80000	36000		free lunch	No	Yes		Male	Bachelors	Junior				No	80000	Per year	3000	0	USD		"$116,000 "	"$9,667 "	"$116,000 "	12/1/2016 2:41
"Series B, Communication"	Frontend Developer	Full Time	Seattle	Series B	9583.333333	0	115000	0			Prefer not to disclose	Still considering	1	Male	Bachelors	Graduate				No	115000	Per year		30000	Number of Units		"$115,000 "	"$9,583 "	"$115,000 "	12/1/2016 2:48
Bank of America	Tech intern	Intern	"New York, NY "	Public	5720	2500	68640	30000			No	Yes	9	Male	Bachelors	Sophomore	UC Berkeley 	Undeclared		No	33	Per hour	2500	0	No Stock Offered		"$98,640 "	"$8,220 "	"$98,640 "	12/1/2016 2:50
Google	Software Engineer	Full Time	Australia	Public	7500	0	90000	0			No	Yes	150	Male	Bachelors	Senior	Middle Tier Australia University	Software Engineering		Yes	90000	Per year		70	Number of Units		"$90,000 "	"$7,500 "	"$90,000 "	12/1/2016 3:08
Qualcomm	Software Engineering Intern	Intern	"San Diego, CA"	Public	6586.666667	0	79040	0			No	Yes	1	Male	Bachelors	Senior	University of Wisconsin-Madison	Computer Engineering/CS		No	38	Per hour		0	No Stock Offered		"$79,040 "	"$6,587 "	"$79,040 "	12/1/2016 3:09
HackerEarth	Software Developer Intern	Intern	"Bangalore, Karnataka, India"	Series B	370	0	4440	0			No	No	2	Male	Bachelors	Junior	"Netaji Subhas Institute of Technology, New Delhi"	Information Technology		Yes	370	Per month		0	USD		"$4,440 "	$370 	"$4,440 "	12/1/2016 3:26
Verizon	Graduate software engineer 	Full Time	New Zealand 	Public	4833.333333	0	58000	0		"Lunch, health/life/income protection insurance "	No	Yes		Male	Bachelors	Graduate	New Zealand university 	Computer engineering 		Yes	58000	Per year		0	No Stock Offered		"$58,000 "	"$4,833 "	"$58,000 "	12/1/2016 3:28
Red Hat		Intern	Raleigh	Public	4160	0	49920	0				Yes		Male	Bachelors	Senior	Brown University	CS			24	Per hour		0	USD		"$49,920 "	"$4,160 "	"$49,920 "	12/1/2016 3:28
Cisco	Software Engineer	Full Time	San Jose	Public	7833.333333	104.1666667	94000	1250	7000		No	Yes	6	Male	Bachelors	Senior	The Ohio State University	Electrical and Computer Engineering		No	94000	Per year		5000	USD		"$95,250 "	"$7,938 "	"$102,250 "	12/1/2016 3:32
Mixmax	Software Engineering Intern	Intern	San Francisco	Seed	5400	0	64800	0			No	Yes	4	Male	Bachelors	Sophomore	Virginia Tech	Computer Science			5400	Per month		0	USD		"$64,800 "	"$5,400 "	"$64,800 "	12/1/2016 3:52
Microsoft	Software Engineer	Full Time	"Redmond, WA"	Public	8916.666667	2500	107000	30000	40000	"Gym membership, Max 401k match"	Yes	Yes	2	Male	Bachelors	Senior	University of Southern California	Computer Science		No	107000	Per year	0	120000	USD	Fully vests after 3.5 years. Starts vesting after 0.5 years.	"$137,000 "	"$11,417 "	"$177,000 "	12/1/2016 3:55
Tesla	Firmware Engineer intern	Intern	"Palo Alto, CA"	Public	4853.333333	0	58240	0		Gym	No	Yes	4	Male	Bachelors	Senior	San Jose State University 	Computer Engineering	Tesla energy		28	Per hour		0	USD		"$58,240 "	"$4,853 "	"$58,240 "	12/1/2016 4:14
Tesla 	Firmware Engineer	Intern	CA	Public	4853.333333	0	58240	0						Male	Bachelors						28	Per hour		0	USD		"$58,240 "	"$4,853 "	"$58,240 "	12/1/2016 4:16
Zynga	Data Science Intern	Intern	San Francisco	Public	7973.333333	1500	95680	18000		"Gym, Free breakfast, lunch, dinner"	No	Still considering	4	Prefer Not to Disclose	Masters	Super Senior		Computer Science		No	46	Per hour	1500	0	No Stock Offered		"$113,680 "	"$9,473 "	"$113,680 "	12/1/2016 4:36
Intel	UEFI BIOS Engineering Intern	Intern	Portland	Public	4666.666667	0	56000	0			No	Yes	3	Male	Bachelors	Senior	Midwest Private University	Software Engineering		No	56000	Per year		0	No Stock Offered		"$56,000 "	"$4,667 "	"$56,000 "	12/1/2016 5:00
Facebook	Software Engineer	Full Time	Seattle	Public	8916.666667	3125	107000	37500	100000	"Gym, Lunch, Health, Dental, etc."	Yes	Yes	0	Male	Bachelors	Senior	Canadian non-target	Computer Science		Yes	107000	Per year	0	150000	USD	"4 years, 25% each"	"$144,500 "	"$12,042 "	"$244,500 "	12/1/2016 5:00
IBM	Backend Software Engineer	Full Time	Bay Area	Public	8333.333333	0	100000	0	7000		Prefer not to disclose	Still considering	8	Prefer Not to Disclose	Bachelors	Graduate	State School	CS		No	100000	Per year	0	0	USD		"$100,000 "	"$8,333 "	"$107,000 "	12/1/2016 5:02
Google 	Software engineering intern 	Intern	NYC	Public	6666.666667	4000	80000	48000		"Free 3 meals/day, free gym, health insurance "	No	Yes		Female	Bachelors	Junior	Top UC	Electrical engineering and computer science 			80000	Per year	4000	0	No Stock Offered		"$128,000 "	"$10,667 "	"$128,000 "	12/1/2016 5:03
"Startup Security Company,Series B, Security"	Software Engineer	Full Time	"San Jose, CA"	Series B	7500	145.8333333	90000	1750	0	"free food, snack, drink, etc. Beer bash on Fridays."	No	Yes	2	Male	Masters	Graduate	Columbia University	Electrical Engineering		No	90000	Per year	0	7000	USD	3 years with 1 year cliff	"$91,750 "	"$7,646 "	"$91,750 "	12/1/2016 7:07
IBM	Software Engineer 	Full Time	Austin	Public	8333.333333	0	100000	0	5000		Yes	Yes	3	Male	Masters	Graduate		Computer Science 		No	100000	Per year		0	No Stock Offered		"$100,000 "	"$8,333 "	"$105,000 "	12/1/2016 7:28
Amazon	Software Engineer	Full Time	"Seattle, Washington, USA"	Public	12083.33333	2083.333333	145000	25000	50000		No	NA		Prefer Not to Disclose	Masters	Graduate				No	145000	Per year		100000	USD	"10, 10, 40, 40"	"$170,000 "	"$14,167 "	"$220,000 "	12/1/2016 8:52
J.P. Morgan Chase	Associate	Full Time	Delaware	Public	6666.666667	0	80000	0			Prefer not to disclose	Yes		Male	Bachelors	Senior				Yes	80000	Per year		0	No Stock Offered		"$80,000 "	"$6,667 "	"$80,000 "	12/1/2016 9:08
International web/mobile company you've probably used	Ops Intern	Intern	UK	Public	2816.666667	750	33800	9000		NHS healthcare	No	Yes		Male	Bachelors			CS	The pay is in GBP		33800	Per year	750	0	No Stock Offered		"$42,800 "	"$3,567 "	"$42,800 "	12/1/2016 9:15
Google	SWE	Full Time	California	Public	9166.666667	0	110000	0	25000		Yes	Yes		Male	Bachelors		Midwest private engineering college	CS		Yes	110000	Per year		135	Number of Units		"$110,000 "	"$9,167 "	"$135,000 "	12/1/2016 9:24
Amazon	Software Engineer	Full Time	"Seattle, WA"	Public	8583.333333	1354.166667	103000	16250	52000		No	Yes		Male	Bachelors	Senior	Vanderbilt University	Computer Science		Yes	103000	Per year		65000	USD	"4 year vesting cycle -> 5, 15, 40,40"	"$119,250 "	"$9,938 "	"$171,250 "	12/1/2016 10:01
Intuit	Software engineer	Full Time	"Mountain view, CA"	Public	10000	625	120000	7500	16500	"Gym, health, dental, vision, 401k"	Yes	Yes	3	Female	Bachelors	Senior	Tech school	Computer science		No	120000	Per year		30000	USD	3	"$127,500 "	"$10,625 "	"$144,000 "	12/1/2016 10:34
Entrata	Software Engineer	Full Time	"Lehi, UT"	Series D+	5250	0	63000	0			Prefer not to disclose	Yes		Male	Bachelors	Senior	BYU	Computer Science		No	63000	Per year		0	No Stock Offered		"$63,000 "	"$5,250 "	"$63,000 "	12/1/2016 10:35
Goldman Sachs	Summer Analyst	Intern	NYC	Public	7083.333333	500	85000	6000	0		No	Yes	2	Male	Bachelors	Junior		Computer Science		No	85000	Per year	500	0	USD		"$91,000 "	"$7,583 "	"$91,000 "	12/1/2016 10:36
Affirm	Software engineer 	Full Time	San Francisco 	Series B	10416.66667	0	125000	0	5000	"Free lunch, insurance, $100/month"	No	No	3	Male	Bachelors	Senior	Uiuc 	Computer engineering		No	125000	Per year		30000	Options	4 years	"$125,000 "	"$10,417 "	"$130,000 "	12/1/2016 10:37
Capital one 	Software Engineering Intern	Intern	"San Francisco, CA"	Public	5000	0	60000	0	6000	Tax free Sigining bonus or paid corporate housing	No	Yes	4	Male	Bachelors	Sophomore	Top 3 CS School	ECE		No	5000	Per month		0	No Stock Offered		"$60,000 "	"$5,000 "	"$66,000 "	12/1/2016 10:37
Uber	Software engineer	Full Time	San Francisco 	Series D+	9166.666667	3125	110000	37500	0	"Uber credit, insurance"	No	No	1	Male	Bachelors	Senior	UIUC	Computer Engineering		Yes	110000	Per year	0	150000	USD	"4 years, 1 year cliff"	"$147,500 "	"$12,292 "	"$147,500 "	12/1/2016 10:38
Amazon 	Sde 1	Full Time	Virginia 	Public	8583.333333	1312.5	103000	15750	26000		No	Yes		Male	Bachelors	Senior	Top 4	Cs		Yes	103000	Per year	0	63000	USD	4 years 	"$118,750 "	"$9,896 "	"$144,750 "	12/1/2016 10:42
Google	Software Engineering Intern	Intern	N/A	Public	6773	0	81276	0	9000	Google offers pretty much everything 	No	Yes		Male	Bachelors	Sophomore	Georgia Tech	Computer Science 		No	1563	Per week		0	No Stock Offered		"$81,276 "	"$6,773 "	"$90,276 "	12/1/2016 10:49
Microsoft	Software Engineer	Full Time	Redmond	Public	8916.666667	2500	107000	30000	25000		Yes	Yes		Male	Masters	Graduate	Midwest State College	Computer Engineering	This place is rad	Yes	107000	Per year		120000	USD		"$137,000 "	"$11,417 "	"$162,000 "	12/1/2016 10:56
The Vanguard Group	Entry Level Java Developer	Full Time	"Malvern, PA"	Private	5166.666667	0	62000	0	5000	10% of your salary is matched and placed in a retirement account. Nothing is removed from paycheck. They also match 4% of 401k contributions. Essentially up to 14% worth of your salary can be put into a retirement account  by Vanguard while only putting 4% of a paycheck in.	Yes	Yes	3	Male	Bachelors	Super Senior	School in the AAC	Computer Science		No	62000	Per year		0	No Stock Offered	"6 years for 100%, first 2 years 0% vested."	"$62,000 "	"$5,167 "	"$67,000 "	12/1/2016 11:11
Microsoft	Software Engineering Intern	Intern	"Redmond, Washington"	Public	7200	1300	86400	15600		"Gym membership, subsidized lunch, housing arranged"	No	Yes	3	Male	Bachelors	Senior	Indiana University Bloomington	Computer Science	"After an easy phone screen, flew to headquarters in Redmond for an interview. Interview was 4 rounds of typical data structures/algorithms questions."		7200	Per month	1300	0	No Stock Offered		"$102,000 "	"$8,500 "	"$102,000 "	12/1/2016 11:07
Amazon	SDE	Intern	Seattle	Public	8583.333333	1250	103000	15000	52000		No	Yes		Male	Bachelors					Yes	103000	Per year		60000	USD	5/15/40/40	"$118,000 "	"$9,833 "	"$170,000 "	12/1/2016 12:19
InBev-AB	Technology Trainee Program 	Full Time	"St. Louis, Missouri"	Public	5833.333333	0	70000	0	10000		No	Yes	6	Male	Bachelors	Senior	Missouri S&T	Computer Science		No	70000	Per year		0	No Stock Offered		"$70,000 "	"$5,833 "	"$80,000 "	12/1/2016 12:31
Google	Associate Product Manager	Full Time	SF	Public	10000	1327.604167	120000	15931.25	10000	"Free food, gym, all the crazy google stuff"	No	Yes		Male	Bachelors	Senior	Brown	CS		Yes	120000	Per year		63725	USD	"2 year vesting, 1 year cliff"	"$135,931 "	"$11,328 "	"$145,931 "	12/1/2016 12:33
Facebook	Software Engineer Intern	Intern	"New York, New York"	Public	8000	1000	96000	12000		"Free housing, free food, s"	No	Yes		Male	Bachelors	Sophomore				No	8000	Per month	1000	0	No Stock Offered		"$108,000 "	"$9,000 "	"$108,000 "	12/1/2016 12:34
State Farm	IT Systems Intern	Intern	"Champaign, IL"	Public	3206.666667	0	38480	0			Prefer not to disclose	Yes	3	Male	Bachelors	Sophomore	UIUC	Computer Engineering			18.5	Per hour		0	No Stock Offered		"$38,480 "	"$3,207 "	"$38,480 "	12/1/2016 12:38
Facebook	Software Engineer	Full Time	US	Public	8916.666667	3333.333333	107000	40000	100000		No	Yes		Female	Bachelors	Senior	Ivy League	Computer Science		Yes	107000	Per year		160000	USD	4 years	"$147,000 "	"$12,250 "	"$247,000 "	12/1/2016 13:02
Amazon	SDE I	Full Time	Seattle	Public	8583.333333	1083.333333	103000	13000			Prefer not to disclose	Still considering		Male	Bachelors	Super Senior				Yes	103000	Per year		52000	USD		"$116,000 "	"$9,667 "	"$116,000 "	12/1/2016 13:03
Coinbase	Software Engineering Intern	Intern	San Francisco Bay	Series C	7800	2500	93600	30000		"Free lunch, dinner"	No	Yes	6	Male	Bachelors	Junior		Computer Engineering		No	45	Per hour	2500	0	No Stock Offered		"$123,600 "	"$10,300 "	"$123,600 "	12/1/2016 13:36
FinTech	Software Engineer	Full Time	San Francisco	Series C	9583.333333	0	115000	0		"gym, free meals and snacks, transportation reimbursed"	No	Yes		Female	Bachelors	Sophomore		Computer Science		Yes	115000	Per year		75000	Number of Units	4 years with 1 year cliff	"$115,000 "	"$9,583 "	"$115,000 "	12/1/2016 13:50
